ID	code	name	Type	Domain	Order	Genus	Speices
T03819	srd	Spirosoma radiotolerans	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma radiotolerans
T04702	smon	Spirosoma montaniterrae	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma montaniterrae
T05236	spir	Spirosoma pollinicola	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma pollinicola
T06164	spik	Spirosoma sp. KCTC 42546	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma sp.
T06520	spib	Spirosoma aureum	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma aureum
T07080	stae	Spirosoma taeanense	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma taeanense
T08048	srho	Spirosoma rhododendri	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma rhododendri
T08981	soq	Spirosoma oryzicola	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma oryzicola
T09363	sfol	Spirosoma foliorum	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma foliorum
T09865	senf	Spirosoma endbachense	Prokaryotes	Bacteria	Bacteroidota	Spirosoma	Spirosoma endbachense
T06412	rhoz	Rhodocytophaga rosea	Prokaryotes	Bacteria	Bacteroidota	Rhodocytophaga	Rhodocytophaga rosea
T05454	psez	Aquirufa nivalisilvae	Prokaryotes	Bacteria	Bacteroidota	Aquirufa	Aquirufa nivalisilvae
T08298	aanh	Aquirufa antheringensis	Prokaryotes	Bacteria	Bacteroidota	Aquirufa	Aquirufa antheringensis
T08551	alen	Aquirufa lenticrescens	Prokaryotes	Bacteria	Bacteroidota	Aquirufa	Aquirufa lenticrescens
T01350	lby	Leadbetterella byssophila	Prokaryotes	Bacteria	Bacteroidota	Leadbetterella	Leadbetterella byssophila
T02272	eol	Emticicia oligotrophica	Prokaryotes	Bacteria	Bacteroidota	Emticicia	Emticicia oligotrophica
T09449	emz	Emticicia sp. 21SJ11W-3	Prokaryotes	Bacteria	Bacteroidota	Emticicia	Emticicia sp.
T05496	als	Arcticibacterium luteifluviistationis	Prokaryotes	Bacteria	Bacteroidota	Arcticibacterium	Arcticibacterium luteifluviistationis
T08477	maqa	Marinilongibacter aquaticus	Prokaryotes	Bacteria	Bacteroidota	Marinilongibacter	Marinilongibacter aquaticus
T00970	dfe	Dyadobacter fermentans	Prokaryotes	Bacteria	Bacteroidota	Dyadobacter	Dyadobacter fermentans
T07768	dsn	Dyadobacter sandarakinus	Prokaryotes	Bacteria	Bacteroidota	Dyadobacter	Dyadobacter sandarakinus
T08460	dyc	Dyadobacter chenhuakuii	Prokaryotes	Bacteria	Bacteroidota	Dyadobacter	Dyadobacter chenhuakuii
T08895	dfq	Dyadobacter fanqingshengii	Prokaryotes	Bacteria	Bacteroidota	Dyadobacter	Dyadobacter fanqingshengii
T08907	dcn	Dyadobacter chenwenxiniae	Prokaryotes	Bacteria	Bacteroidota	Dyadobacter	Dyadobacter chenwenxiniae
T09794	dpf	Dyadobacter pollutisoli	Prokaryotes	Bacteria	Bacteroidota	Dyadobacter	Dyadobacter pollutisoli
T01553	rsi	Runella slithyformis	Prokaryotes	Bacteria	Bacteroidota	Runella	Runella slithyformis
T05537	run	Runella rosea	Prokaryotes	Bacteria	Bacteroidota	Runella	Runella rosea
T05690	rup	Runella sp. SP2	Prokaryotes	Bacteria	Bacteroidota	Runella	Runella sp.
T02429	fae	Fibrella aestuarina	Prokaryotes	Bacteria	Bacteroidota	Fibrella	Fibrella aestuarina
T04805	fib	Fibrella sp. ES10-3-2-2	Prokaryotes	Bacteria	Bacteroidota	Fibrella	Fibrella sp.
T02149	fli	Bernardetia litoralis	Prokaryotes	Bacteria	Bacteroidota	Bernardetia	Bernardetia litoralis
T03055	hsw	Hymenobacter swuensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter swuensis
T03213	hym	Hymenobacter sp. APR13	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sp.
T03500	hyd	Hymenobacter sp. DG25B	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sp.
T04064	hye	Hymenobacter sp. DG25A	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sp.
T04242	hyg	Hymenobacter sedentarius	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sedentarius
T04376	hyp	Hymenobacter psoromatis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter psoromatis
T04961	hyz	Hymenobacter sp. PAMC 26628	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sp.
T05498	hnv	Hymenobacter nivis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter nivis
T05656	hyh	Hymenobacter oligotrophus	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter oligotrophus
T06049	hyj	Hymenobacter jejuensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter jejuensis
T06772	hqi	Hymenobacter qilianensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter qilianensis
T06970	hrs	Hymenobacter sp. BT18	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sp.
T07319	hbn	Hymenobacter busanensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter busanensis
T08050	hts	Hymenobacter taeanensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter taeanensis
T08220	hmt	Hymenobacter monticola	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter monticola
T08236	htb	Hymenobacter tibetensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter tibetensis
T08743	hyk	Hymenobacter yonginensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter yonginensis
T09117	hsk	Hymenobacter sediminicola	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sediminicola
T09156	hcw	Hymenobacter canadensis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter canadensis
T09379	hsb	Hymenobacter sublimis	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter sublimis
T09397	haei	Hymenobacter aerilatus	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter aerilatus
T09398	hcu	Hymenobacter cellulosilyticus	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter cellulosilyticus
T09412	hvl	Hymenobacter volaticus	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter volaticus
T09419	hcf	Hymenobacter cellulosivorans	Prokaryotes	Bacteria	Bacteroidota	Hymenobacter	Hymenobacter cellulosivorans
T03841	pko	Pontibacter korlensis	Prokaryotes	Bacteria	Bacteroidota	Pontibacter	Pontibacter korlensis
T05632	pact	Pontibacter actiniarum	Prokaryotes	Bacteria	Bacteroidota	Pontibacter	Pontibacter actiniarum
T09933	pont	Pontibacter sp. SGAir0037	Prokaryotes	Bacteria	Bacteroidota	Pontibacter	Pontibacter sp.
T03996	ruf	Rufibacter radiotolerans	Prokaryotes	Bacteria	Bacteroidota	Rufibacter	Rufibacter radiotolerans
T04099	rti	Rufibacter tibetensis	Prokaryotes	Bacteria	Bacteroidota	Rufibacter	Rufibacter tibetensis
T04326	rud	Rufibacter sp. DG15C	Prokaryotes	Bacteria	Bacteroidota	Rufibacter	Rufibacter sp.
T06388	nib	Nibribacter ruber	Prokaryotes	Bacteria	Bacteroidota	Nibribacter	Nibribacter ruber
T06731	add	Adhaeribacter radiodurans	Prokaryotes	Bacteria	Bacteroidota	Adhaeribacter	Adhaeribacter radiodurans
T06750	aswu	Adhaeribacter swui	Prokaryotes	Bacteria	Bacteroidota	Adhaeribacter	Adhaeribacter swui
T01365	mtt	Marivirga tractuosa	Prokaryotes	Bacteria	Bacteroidota	Marivirga	Marivirga tractuosa
T09240	mhaa	Marivirga harenae	Prokaryotes	Bacteria	Bacteroidota	Marivirga	Marivirga harenae
T10278	marp	Marivirga arenosa	Prokaryotes	Bacteria	Bacteroidota	Marivirga	Marivirga arenosa
T10279	msaa	Marivirga salinarum	Prokaryotes	Bacteria	Bacteroidota	Marivirga	Marivirga salinarum
T05953	fpf	Mangrovivirga cuniculi	Prokaryotes	Bacteria	Bacteroidota	Mangrovivirga	Mangrovivirga cuniculi
T04442	flm	Flammeovirga sp. MY04	Prokaryotes	Bacteria	Bacteroidota	Flammeovirga	Flammeovirga sp.
T05771	fll	Flammeovirga pectinis	Prokaryotes	Bacteria	Bacteroidota	Flammeovirga	Flammeovirga pectinis
T07356	fya	Flammeovirga yaeyamensis	Prokaryotes	Bacteria	Bacteroidota	Flammeovirga	Flammeovirga yaeyamensis
T07412	fka	Flammeovirga kamogawensis	Prokaryotes	Bacteria	Bacteroidota	Flammeovirga	Flammeovirga kamogawensis
T09098	clit	Chondrinema litorale	Prokaryotes	Bacteria	Bacteroidota	Chondrinema	Chondrinema litorale
T09469	iro	Imperialibacter roseus	Prokaryotes	Bacteria	Bacteroidota	Imperialibacter	Imperialibacter roseus
T04058	fbt	Flammeovirgaceae bacterium	Prokaryotes	Bacteria	Bacteroidota	unclassified Flammeovirgaceae	Flammeovirgaceae bacterium
T00730	aas	Candidatus Amoebophilus asiaticus	Prokaryotes	Bacteria	Bacteroidota	Amoebophilus	Candidatus Amoebophilus
T02243	che	Cardinium endosymbiont cEper1 of Encarsia pergandiella	Prokaryotes	Bacteria	Bacteroidota	Cardinium	Cardinium endosymbiont
T05597	cec	Cardinium endosymbiont of Sogatella furcifera	Prokaryotes	Bacteria	Bacteroidota	Cardinium	Cardinium endosymbiont
T05479	cher	Candidatus Cardinium hertigii	Prokaryotes	Bacteria	Bacteroidota	Cardinium	Candidatus Cardinium
T08548	ceng	Cardinium endosymbiont of Oedothorax gibbosus	Prokaryotes	Bacteria	Bacteroidota	Cardinium	Cardinium endosymbiont
T08491	chrw	Chryseotalea sp. WA131a	Prokaryotes	Bacteria	Bacteroidota	Chryseotalea	Chryseotalea sp.
T05641	chk	Chryseolinea soli	Prokaryotes	Bacteria	Bacteroidota	Chryseolinea	Chryseolinea soli
T07076	fuv	Fulvivirga lutea	Prokaryotes	Bacteria	Bacteroidota	Fulvivirga	Fulvivirga lutea
T09268	fmm	Fulvivirga maritima	Prokaryotes	Bacteria	Bacteroidota	Fulvivirga	Fulvivirga maritima
T09269	fua	Fulvivirga ulvae	Prokaryotes	Bacteria	Bacteroidota	Fulvivirga	Fulvivirga ulvae
T09288	flw	Fulvivirga ligni	Prokaryotes	Bacteria	Bacteroidota	Fulvivirga	Fulvivirga ligni
T08483	rek	Reichenbachiella agarivorans	Prokaryotes	Bacteria	Bacteroidota	Reichenbachiella	Reichenbachiella agarivorans
T09654	rcg	Reichenbachiella carrageenanivorans	Prokaryotes	Bacteria	Bacteroidota	Reichenbachiella	Reichenbachiella carrageenanivorans
T09201	prho	Porifericola rhodea	Prokaryotes	Bacteria	Bacteroidota	Porifericola	Porifericola rhodea
T09207	tpel	Tunicatimonas pelagia	Prokaryotes	Bacteria	Bacteroidota	Tunicatimonas	Tunicatimonas pelagia
T09626	rsr	Roseivirga spongicola	Prokaryotes	Bacteria	Bacteroidota	Roseivirga	Roseivirga spongicola
T09748	fax	Fulvitalea axinellae	Prokaryotes	Bacteria	Bacteroidota	Fulvitalea	Fulvitalea axinellae
T09740	ppsv	Persicobacter psychrovividus	Prokaryotes	Bacteria	Bacteroidota	Persicobacter	Persicobacter psychrovividus
T09744	atk	Aureibacter tunicatorum	Prokaryotes	Bacteria	Bacteroidota	Aureibacter	Aureibacter tunicatorum
T00448	gfo	Christiangramia forsetii	Prokaryotes	Bacteria	Bacteroidota	Christiangramia	Christiangramia forsetii
T04586	grl	Christiangramia salexigens	Prokaryotes	Bacteria	Bacteroidota	Christiangramia	Christiangramia salexigens
T04640	gfl	Christiangramia flava	Prokaryotes	Bacteria	Bacteroidota	Christiangramia	Christiangramia flava
T05367	grs	Christiangramia fulva	Prokaryotes	Bacteria	Bacteroidota	Christiangramia	Christiangramia fulva
T00548	fps	Flavobacterium psychrophilum JIP02/86	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T03254	fpc	Flavobacterium psychrophilum CSF259-93	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T03281	fpy	Flavobacterium psychrophilum FPG101	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T03296	fpo	Flavobacterium psychrophilum FPG3	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T03412	fpq	Flavobacterium psychrophilum 950106-1/1	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T03659	fpv	Flavobacterium psychrophilum V3-5	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T03660	fpw	Flavobacterium psychrophilum V4-24	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T03661	fpk	Flavobacterium psychrophilum v4-33	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T04556	fpsz	Flavobacterium psychrophilum Z2	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium psychrophilum
T00508	fjo	Flavobacterium johnsoniae UW101	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium johnsoniae
T04718	fjg	Flavobacterium anhuiense	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium anhuiense
T01625	fbr	Flavobacterium branchiophilum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium branchiophilum
T01653	fco	Flavobacterium columnare	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium columnare
T01781	fin	Flavobacterium indicum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium indicum
T04609	fgl	Flavobacterium gilvum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium gilvum
T05006	fcm	Flavobacterium commune	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium commune
T05515	ffa	Flavobacterium faecale	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium faecale
T05621	fat	Flavobacterium arcticum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium arcticum
T05683	fki	Flavobacterium kingsejongi	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium kingsejongi
T06077	fpal	Flavobacterium pallidum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium pallidum
T06478	fmg	Flavobacterium magnum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium magnum
T06577	falb	Flavobacterium album	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium album
T06596	fcr	Flavobacterium crocinum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium crocinum
T06625	fse	Flavobacterium sediminis	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium sediminis
T06656	fsn	Flavobacterium sangjuense	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium sangjuense
T06713	fnk	Flavobacterium nackdongense	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium nackdongense
T06875	fak	Flavobacterium alkalisoli	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium alkalisoli
T07714	ffl	Flavobacterium fluviale	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium fluviale
T08015	fen	Flavobacterium endoglycinae	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium endoglycinae
T08038	fcv	Flavobacterium covae	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium covae
T08111	foe	Flavobacterium oreochromis	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium oreochromis
T08185	fsd	Flavobacterium sediminilitoris	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium sediminilitoris
T08396	flo	Flavobacterium litorale	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium litorale
T08416	fcc	Flavobacterium cyclinae	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium cyclinae
T08502	fcb	Flavobacterium channae	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium channae
T08520	fpb	Flavobacterium panici	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium panici
T08644	feh	Flavobacterium enshiense	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium enshiense
T08660	faz	Flavobacterium azooxidireducens	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium azooxidireducens
T08699	fbi	Flavobacterium bizetiae	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium bizetiae
T08703	fcs	Flavobacterium collinsii	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium collinsii
T08737	fao	Flavobacterium ammonificans	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium ammonificans
T08752	fan	Flavobacterium ammoniigenes	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium ammoniigenes
T08840	fplu	Flavobacterium plurextorum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium plurextorum
T08925	fhu	Flavobacterium humidisoli	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium humidisoli
T09003	fke	Flavobacterium keumense	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium keumense
T09039	fcu	Flavobacterium cerinum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium cerinum
T09245	fpec	Flavobacterium pectinovorum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium pectinovorum
T09251	fda	Flavobacterium dauae	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium dauae
T09418	fok	Flavobacterium okayamense	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium okayamense
T09474	fag	Flavobacterium agricola	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium agricola
T10181	fav	Flavobacterium acetivorans	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium acetivorans
T10182	fgc	Flavobacterium galactosidilyticum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium galactosidilyticum
T10287	fdv	Flavobacterium davisii	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium davisii
T10329	fcg	Flavobacterium cupriresistens	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium cupriresistens
T10330	ffv	Flavobacterium flavipigmentatum	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium flavipigmentatum
T10548	flz	Flavobacterium sp. SLB02	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium sp.
T10574	fcj	Flavobacterium capsici	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium capsici
T10639	flr	Flavobacterium sp. WV_118_3	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium sp.
T10681	fnd	Flavobacterium nakdongensis	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium nakdongensis
T10693	flf	Flavobacterium sp. GSB-24	Prokaryotes	Bacteria	Bacteroidota	Flavobacterium	Flavobacterium sp.
T00961	coc	Capnocytophaga ochracea	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga ochracea
T01582	ccm	Capnocytophaga canimorsus	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga canimorsus
T04076	col	Capnocytophaga sp. oral taxon 323	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga sp.
T04287	chg	Capnocytophaga haemolytica	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga haemolytica
T04940	capn	Capnocytophaga endodontalis	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga endodontalis
T05260	cgh	Capnocytophaga gingivalis	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga gingivalis
T05313	clk	Capnocytophaga leadbetteri	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga leadbetteri
T05393	cspu	Capnocytophaga sputigena	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga sputigena
T05499	ccyn	Capnocytophaga cynodegmi	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga cynodegmi
T05519	caph	Capnocytophaga sp. H4358	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga sp.
T05529	csto	Capnocytophaga stomatis	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga stomatis
T05889	capq	Capnocytophaga sp. H2931	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga sp.
T06329	capf	Capnocytophaga sp. FDAARGOS_737	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga sp.
T08773	capo	Capnocytophaga sp. oral taxon 902	Prokaryotes	Bacteria	Bacteroidota	Capnocytophaga	Capnocytophaga sp.
T00992	rbi	Robiginitalea biformata	Prokaryotes	Bacteria	Bacteroidota	Robiginitalea	Robiginitalea biformata
T01216	zpr	Zunongwangia profunda	Prokaryotes	Bacteria	Bacteroidota	Zunongwangia	Zunongwangia profunda
T01256	cat	Croceibacter atlanticus	Prokaryotes	Bacteria	Bacteroidota	Croceibacter	Croceibacter atlanticus
T01306	fbc	Maribacter sp. HTCC2170	Prokaryotes	Bacteria	Bacteroidota	Maribacter	Maribacter sp.
T04570	marm	Maribacter sp. 1_2014MBL_MicDiv	Prokaryotes	Bacteria	Bacteroidota	Maribacter	Maribacter sp.
T04597	mart	Maribacter hydrothermalis	Prokaryotes	Bacteria	Bacteroidota	Maribacter	Maribacter hydrothermalis
T05023	marb	Maribacter cobaltidurans	Prokaryotes	Bacteria	Bacteroidota	Maribacter	Maribacter cobaltidurans
T05877	mare	Maribacter sp. MJ134	Prokaryotes	Bacteria	Bacteroidota	Maribacter	Maribacter sp.
T08914	mlio	Maribacter litopenaei	Prokaryotes	Bacteria	Bacteroidota	Maribacter	Maribacter litopenaei
T01404	cao	Cellulophaga algicola	Prokaryotes	Bacteria	Bacteroidota	Cellulophaga	Cellulophaga algicola
T01434	cly	Cellulophaga lytica DSM 7489	Prokaryotes	Bacteria	Bacteroidota	Cellulophaga	Cellulophaga lytica
T03279	clh	Cellulophaga lytica HI1	Prokaryotes	Bacteria	Bacteroidota	Cellulophaga	Cellulophaga lytica
T03562	cbal	Cellulophaga baltica NN016038	Prokaryotes	Bacteria	Bacteroidota	Cellulophaga	Cellulophaga baltica
T03565	cbat	Cellulophaga baltica 18	Prokaryotes	Bacteria	Bacteroidota	Cellulophaga	Cellulophaga baltica
T08738	comn	Cellulophaga omnivescoria	Prokaryotes	Bacteria	Bacteroidota	Cellulophaga	Cellulophaga omnivescoria
T01484	kdi	Dokdonia sp. 4H-3-7-5	Prokaryotes	Bacteria	Bacteroidota	Dokdonia	Dokdonia sp.
T03275	dok	Dokdonia sp. MED134	Prokaryotes	Bacteria	Bacteroidota	Dokdonia	Dokdonia sp.
T04309	ddo	Dokdonia donghaensis	Prokaryotes	Bacteria	Bacteroidota	Dokdonia	Dokdonia donghaensis
T05432	dod	Dokdonia sp. Dokd-P16	Prokaryotes	Bacteria	Bacteroidota	Dokdonia	Dokdonia sp.
T01533	lan	Lacinutrix sp. 5H-3-7-4	Prokaryotes	Bacteria	Bacteroidota	Lacinutrix	Lacinutrix sp.
T04680	lvn	Lacinutrix venerupis	Prokaryotes	Bacteria	Bacteroidota	Lacinutrix	Lacinutrix venerupis
T05225	laci	Lacinutrix sp. Bg11-31	Prokaryotes	Bacteria	Bacteroidota	Lacinutrix	Lacinutrix sp.
T09391	lnu	Lacinutrix neustonica	Prokaryotes	Bacteria	Bacteroidota	Lacinutrix	Lacinutrix neustonica
T10184	lacw	Lacinutrix sp. WUR7	Prokaryotes	Bacteria	Bacteroidota	Lacinutrix	Lacinutrix sp.
T01586	zga	Zobellia galactanivorans	Prokaryotes	Bacteria	Bacteroidota	Zobellia	Zobellia galactanivorans
T09239	zla	Zobellia laminariae	Prokaryotes	Bacteria	Bacteroidota	Zobellia	Zobellia laminariae
T02132	asl	Aequorivita sublithincola	Prokaryotes	Bacteria	Bacteroidota	Aequorivita	Aequorivita sublithincola
T05794	aev	Aequorivita ciconiae	Prokaryotes	Bacteria	Bacteroidota	Aequorivita	Aequorivita ciconiae
T07991	aic	Aequorivita iocasae	Prokaryotes	Bacteria	Bacteroidota	Aequorivita	Aequorivita iocasae
T10155	aequ	Aequorivita marisscotiae	Prokaryotes	Bacteria	Bacteroidota	Aequorivita	Aequorivita marisscotiae
T02275	ptq	Psychroflexus torquis	Prokaryotes	Bacteria	Bacteroidota	Psychroflexus	Psychroflexus torquis
T09874	psyd	Psychroflexus sp. ALD_RP9	Prokaryotes	Bacteria	Bacteroidota	Psychroflexus	Psychroflexus sp.
T02441	ndo	Nonlabens dokdonensis	Prokaryotes	Bacteria	Bacteroidota	Nonlabens	Nonlabens dokdonensis
T04144	nom	Nonlabens sp. MIC269	Prokaryotes	Bacteria	Bacteroidota	Nonlabens	Nonlabens sp.
T04875	nsd	Nonlabens tegetincola	Prokaryotes	Bacteria	Bacteroidota	Nonlabens	Nonlabens tegetincola
T05253	nob	Nonlabens sp. MB-3u-79	Prokaryotes	Bacteria	Bacteroidota	Nonlabens	Nonlabens sp.
T05856	noj	Nonlabens ponticola	Prokaryotes	Bacteria	Bacteroidota	Nonlabens	Nonlabens ponticola
T09493	nul	Nonlabens ulvanivorans	Prokaryotes	Bacteria	Bacteroidota	Nonlabens	Nonlabens ulvanivorans
T09770	nmf	Nonlabens marinus	Prokaryotes	Bacteria	Bacteroidota	Nonlabens	Nonlabens marinus
T02533	pom	Polaribacter sp. MED152	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter sp.
T04504	pob	Polaribacter vadi	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter vadi
T04692	prn	Polaribacter reichenbachii	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter reichenbachii
T04746	pola	Polaribacter sp. BM10	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter sp.
T05264	poa	Polaribacter sp. ALD11	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter sp.
T06834	phal	Polaribacter haliotis	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter haliotis
T07786	plit	Polaribacter litorisediminis	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter litorisediminis
T08187	ppec	Polaribacter pectinis	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter pectinis
T08207	pbat	Polaribacter batillariae	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter batillariae
T08224	pcea	Polaribacter cellanae	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter cellanae
T08505	pun	Polaribacter sejongensis	Prokaryotes	Bacteria	Bacteroidota	Polaribacter	Polaribacter sejongensis
